,id,labelSite,dept_code
0,MOBILE_14,MOBILE14_MarsStMenet,13
1,BETG,Berre l'Etang,13
2,FSCB,Fos Les Carabins    ,13
3,MLVR,Martigues Lavera,13
4,PDBL,Port de Bouc Leque  ,13
5,PENHUV,La Pennesurhuveaune,13
6,RBRT,Rognac Barjaquets ,13
